id,title,authors,publishedDate,categories,description,averageRating,ratingsCount,source_query
ULJuzwEACAAJ,The Investigator,John Sandford,2023-01-19,Fiction,"Letty Davenport, the brilliant and tenacious adopted daughter of Lucas Davenport, takes the investigative reins in the newest thriller from #1 bestselling author John Sandford. By twenty-four, Letty Davenport has seen more action than most law enforcement professionals. Working a desk job for US Senator Christopher Colles, she's bored and ready to quit. But when her skills catch Colles' attention, she is offered a lifeline: real investigative work. Texas oil companies are reporting thefts of crude. Rumour has it that a sinister militia is involved. Who is selling the oil? And what are they doing with the profits? Letty is partnered with a Department of Homeland Security investigator, John Kaiser. When the case turns deadly, they know they're onto something big. The militia has an explosive plan... and the clock is ticking down.From the bestselling and unputdownable author of the Prey series, The Investigator is perfect for fans of James Patterson and Lee Child.",,,subject:thriller
FvUIkHVEEJQC,The First Horseman,John Case,1998,Fiction,"The Spanish Flu killed 30 million people worldwide in 1918. Now, with history threatening to repeat itself, a scientific expedition speeds towards a remote island in the Arctic Sea, to recover strains of the lethal virus preserved under layers of ice.",,,subject:thriller
-9PLQwAACAAJ,Bleed for Me,Michael Robotham,2011,Clinical psychologists,"Ray Hegarty, a highly respected former detective, lies dead in his daughter Sienna's bedroom. She is found covered in his blood. Everything points to her guilt, but psychologist Joe O'Loughlin isn't convinced. Fourteen-year-old Sienna is Joe's daughter's best friend - Joe has watched her grow up and seen the troubled look in her eyes. Against the advice of the police, he launches his own investigation, embarking upon a hunt that will lead him to a predatory schoolteacher; a conspiracy of silence and a race hate trial that is captivating the nation. With dark psychological twists and heart-stopping tension, Bleed For Me is a page-turner thriller and undoubtedly Robotham's best yet.",5.0,1.0,subject:thriller
XEZPAAAACAAJ,Creepers,David Morrell,2005,Asbury Park (N.J.),"From multiple ""New York Times"" bestselling author David Morell comes a spine tingling tale of action, suspense, and terror",,,subject:thriller
BbCRNAEACAAJ,Tenth Anniversary,"James Patterson, Maxine Paetro",2012,"Boxer, Lindsay (Fictitious character)","Detective Lindsay Boxer has finally married her long-time boyfriend Joe. But she doesn't have time for a honeymoon before returning to work. A 15-year-old girl is found lying unconscious in the street, naked but for a cheap plastic raincoat, and haemorrhaging badly after having given birth, but the baby is nowhere to be found.",,,subject:thriller
eDlFPwAACAAJ,Hideaway,Dean Ray Koontz,1993,Horror tales,,,,subject:thriller
aUtkPgAACAAJ,Bones to Ashes,Kathy Reichs,2008,"Brennan, Temperance (Fictitious character)","Detective Andrew Ryan is working a series of cases and requires Dr Temperance Brennan's forensic expertise. Three missing persons, three unidentified bodies - all female, all in their early-to-mid teens. Could there be a serial killer at work?",,,subject:thriller
il7MjwEACAAJ,A Place of Execution,Val McDermid,2016,Adult child sexual abuse victims,"In the Peak District village of Scarsdale, thirteen-year-old girls didn't just run away. So when Alison Carter vanished in the winter of '63, everyone knew it was a murder. Catherine Heathcote remembers the case well - a child herself when Alison vanished. Now a journalist, she persuades DI George Bennett to speak of the hunt for Alison. But when a fresh lead emerges, Bennett tries to stop the story - plunging Catherine into a world of buried secrets and revelations.",,,subject:thriller
xPQA0QEACAAJ,The Unquiet Grave,Dervla McTiernan,2025-04-30,Fiction,"Every grave has a story ... The much-anticipated new novel in the Cormac Reilly series, from the no.1 bestselling author of The Ruin and What Happened to Nina. For years the boglands of Northern Europe have given up bodies of the long-deceased. Bodies that are thousands of years old, uncannily preserved. Bodies with strange injuries that suggest ritual torture and human sacrifice. When a corpse is found in a bog in Galway, Cormac Reilly assumes the find is historical. But closer examination reveals a more recent story. The dead man is Thaddeus Grey, a local secondary school principal who disappeared two years prior. There's nothing in Grey's past that would explain why he was murdered, or why his body was mutilated in a ritual manner. At first, progress on the case is frustratingly slow and Cormac struggles to keep his mind on the job. His ex-girlfriend, Emma Sweeney, is in trouble, and she's reached out to him for help - Emma's new husband has gone missing in Paris, and the French police are refusing to open an investigation into his disappearance. Cormac is sure that he has found Grey's killer, and is within hours of an arrest, when another mutilated body is discovered on the other side of the country. Two days later, a third body is found. Press attention is intense. Is there a serial killer at work in Ireland? Has Cormac been on the wrong trail? And if so, can he find the murderer before they strike again? Praise for the Cormac Reilly novels: 'Dervla McTiernan just gets better and better' Chris Hammer 'A haunting mystery that will have you turning pages late into the night. This is Gone Girl-level good writing.' Janet Evanovich 'Intelligent and fast-paced' Wall Street Journal 'Taut, dense and darkly addictive. A treat for lovers of fine crime writing.' Candice Fox 'As moving as it is fast-paced' Val McDermid 'Cormac Reilly [is] a cop to follow to hell and back' Bookseller+Publisher",,,subject:thriller
g7wJngEACAAJ,Shadow Creek,Joy Fielding,2013,Adirondack Mountains (N.Y.),"Val finds herself in the unlikely position of camping with her daughter and her soon-to-be ex-husband's new fiancee. But no one is aware of the brutal murders that have taken place only a few miles away. Eventually campers and killers collide, secrets are revealed, and lives are changed forever.""",,,subject:thriller
C-UBwBXPsiAC,The Phantom of Manhattan,"Frederick Forsyth, Patrick O'Brian",2000,Fiction,Captain Jack Aubrey arrives in the Dutch East Indies to find himself appointed to the command of the fastest frigate in the Navy.,,,subject:thriller
2gjejwEACAAJ,The twenty-three,Linwood Barclay,2016,Murder,"The third spellbinding thriller set in the troubled town of Promise Falls. A dark cloud of suspicion and fear continues to hang over the town of Promise Falls. A series of bizarre, ominously threatening incidents suggests someone is plotting to take revenge on the town. But who is the perpetrator, and revenge for what? Now the time for threats is over. And the inhabitants are about to discover the truth, with devastating consequences.",,,subject:thriller
B3RnAQAACAAJ,Bombproof,Michael Robotham,2017-05-16,,"Sami Macbeth is not a master criminal. He's not even a minor one. He's not a jewel thief. He's not a safe-cracker. He's not an expert in explosives.Sami plays guitar and wants to be a rock god but keeps getting side-tracked. Fifty-four hours ago Sami was released from prison. Thirty-six hours ago he slept with the woman of his dreams at the Savoy. An hour ago his train blew up.Now he's carrying a rucksack through London's West End and is the most wanted terrorist in the country . . .BOMBPROOF is a heart-stopping, darkly compelling chase across London's criminal underbelly where an ordinary man faces an extraordinary situation, by multi-million-copy bestselling author MICHAEL ROBOTHAM.",,,subject:thriller
XDKlPwAACAAJ,The Hellfire Club,Peter Straub,1997,Kidnapping,"Publishers Chancel House face financial ruin when rumours about the origins of their bestseller ""Night Journey"" resurface. When Dick Dart kidnaps Nora Chancel, he takes her on a terrifying tour that echoes ""Night Journey"". Her only hope of escape lies in finding the truth behind the book.",,,subject:thriller
-abtMwEACAAJ,Flash and Bones,Kathy Reichs,2012,"Brennan, Temperance (Fictitious character)","In the run up to the biggest NASCAR race week of the year, Dr Temperance Brennan is called to a landfill site backing onto the Charlotte speedway track in North Carolina. Someone has discovered a barrel of hardened asphalt with a human hand poking through the top.",,,subject:thriller
